company,ticker,date,open,high,low,close,volume
"Wal-Mart Stores, Inc.",WMT,2011-07-14,13.29,13.34,13.26,13.32,46566300
Exxon Mobil Corporation,XOM,2011-07-14,47.24,47.27,46.69,46.78,19413200
Chevron Corporation,CVX,2011-07-14,58.67,59.1,58.05,58.1,7279600
ConocoPhillips,COP,2011-07-14,37.07,37.08,34.93,34.99,81425360
Fannie Mae,FNMA,2011-07-14,0.35,0.36,0.34,0.34,988600
General Electric Company,GE,2011-07-14,67.62,68.16,66.96,67.18,9128027
General Motors Corporation,GM,2011-07-14,23.05,23.14,22.44,22.49,10800200
Bank of America Corporation,BAC,2011-07-14,8.07,8.09,7.88,7.89,148536100
Ford Motor Company,F,2011-07-14,6.86,6.89,6.71,6.73,45989000
AT&T Inc.,ATT.L,2011-07-14,34.75,34.75,34.5,34.5,95530
J.P. Morgan Chase & Co.,JPM,2011-07-14,27.89,27.94,27.29,27.33,65327400
"Citigroup, Inc.",C,2011-07-14,29.48,29.59,28.95,28.96,32718400
McKesson Corporation,MCK,2011-07-14,74.49,75.36,74.28,74.42,1576300
Verizon Communications Inc.,VZ,2011-07-14,18.01,18.22,17.94,17.98,12755800
"American International Group,Inc.",AIG,2011-07-14,22.04,22.09,21.6,21.71,5766700
International Business Machines Corporation,IBM,2011-07-14,98.63,99.59,98.31,98.53,4825303
"Cardinal Health, Inc.",CAH,2011-07-14,31.92,32.16,31.5,31.74,2901000
Freddie Mac,FMCC,2011-07-14,0.37,0.38,0.36,0.37,780500
CVS Caremark Corporation,CVS,2011-07-14,25.92,26.03,25.63,25.69,6113700
UnitedHealth Group Incorporated,UNH,2011-07-14,41.44,42.04,41.42,41.81,7167600
Wells Fargo & Company,WFC,2011-07-14,18.54,18.62,18.23,18.27,27128100
Valero Energy Corporation,VLO,2011-07-14,14.24,14.3,13.68,13.73,13098353
The Kroger Company,KR,2011-07-14,9.59,9.68,9.55,9.63,9770200
Costco Wholesale Corporation,COST,2011-07-14,58.49,58.93,57.96,58.1,1558500
"The Home Depot, Inc.",THD,2011-07-14,46.02,46.18,45.54,45.55,140100
Pfizer Inc.,PFIZER.NS,2011-07-14,927.69,935.34,919.98,926.8,7179
Target Corporation,TGT,2011-07-14,33.57,33.75,33.47,33.54,7170300
The Boeing Company,BA,2011-07-14,58.1,58.41,57.34,57.49,5691200
Microsoft Corporation,MSFT,2011-07-14,20.56,20.86,20.36,20.45,46382300
Johnson & Johnson,JNJ,2011-07-14,44.79,45.01,44.71,44.83,9636500
"PepsiCo, Inc.",PEP,2011-07-14,44.99,45.21,44.8,44.9,4460000
The Dow Chemical Company,TDC,2011-07-14,58.75,59.76,58.04,58.16,1589500
"MetLife, Inc.",MET,2011-07-14,23.59,23.77,23.33,23.49,7323967
Best Buy Co. Inc.,BBY,2011-07-14,18.81,18.91,18.05,18.1,12289500
"United Parcel Service, Inc.",UPS,2011-07-14,44.76,45.14,44.49,44.73,3552200
Kraft Foods Inc.,1959.T,2011-07-14,376.66,378.77,371.73,373.84,15000
"Lowe's Companies, Inc.",LOW,2011-07-14,17.85,18.05,17.69,17.72,11512400
Lockheed Martin Corporation,LMT,2011-07-14,51.6,51.66,51.15,51.32,1574500
