ticker,company,date,open,high,low,close,volume,daily_return,volatility_30d,moving_avg_30d,moving_avg_90d,trading_volume_avg,price_range,year,month,quarter
601336.SS,New York Life Insurance,2021-11-01,33.6,33.94,33.13,33.85,14013588,0.0,0.0,33.85,33.85,14013588.0,0.8099999999999952,2021,11,4
601336.SS,New York Life Insurance,2021-11-02,33.68,34.1,33.16,33.38,12545009,-1.388478581979317,0.9818026208498567,33.615,33.615,13279298.5,0.9400000000000048,2021,11,4
601336.SS,New York Life Insurance,2021-11-03,33.37,33.65,33.26,33.4,7168318,0.05991611743557825,0.8194825520856657,33.54333333333333,33.54333333333333,11242305.0,0.39000000000000057,2021,11,4
601336.SS,New York Life Insurance,2021-11-04,33.43,33.48,33.2,33.35,7567116,-0.1497005988023867,0.6849714256600477,33.495000000000005,33.495000000000005,10323507.75,0.27999999999999403,2021,11,4
601336.SS,New York Life Insurance,2021-11-05,33.33,33.4,33.08,33.14,8683393,-0.6296851574212918,0.6045012903656648,33.424,33.424,9995484.8,0.3200000000000003,2021,11,4
601336.SS,New York Life Insurance,2021-11-08,33.12,33.36,32.64,33.17,7795971,0.09052504526252607,0.5796962054061412,33.38166666666667,33.38166666666667,9628899.166666666,0.7199999999999989,2021,11,4
601336.SS,New York Life Insurance,2021-11-09,33.29,33.4,32.89,33.06,6333548,-0.33162496231534344,0.5291906850013557,33.33571428571429,33.33571428571429,9158134.714285715,0.509999999999998,2021,11,4
601336.SS,New York Life Insurance,2021-11-10,33.08,33.08,32.41,32.77,9592953,-0.8771929824561377,0.5260275437727003,33.265,33.265,9212487.0,0.6700000000000017,2021,11,4
601336.SS,New York Life Insurance,2021-11-11,32.7,33.38,32.62,33.38,12362867,1.861458651205369,0.901116189629174,33.27777777777778,33.27777777777778,9562529.222222222,0.7600000000000051,2021,11,4
601336.SS,New York Life Insurance,2021-11-12,33.36,33.47,32.99,33.14,6827974,-0.718993409227088,0.8683177509788461,33.263999999999996,33.263999999999996,9289073.7,0.4799999999999969,2021,11,4
601336.SS,New York Life Insurance,2021-11-15,33.17,33.34,32.88,33.19,8199865,0.15087507543752912,0.8308496237996268,33.25727272727273,33.25727272727273,9190054.727272727,0.46000000000000085,2021,11,4
601336.SS,New York Life Insurance,2021-11-16,33.22,33.52,33.21,33.4,11007469,0.6327206990057272,0.8258450247464217,33.26916666666667,33.26916666666667,9341505.916666666,0.3100000000000023,2021,11,4
601336.SS,New York Life Insurance,2021-11-17,33.51,33.75,33.34,33.58,8732928,0.5389221556886219,0.810809858936646,33.293076923076924,33.293076923076924,9294692.23076923,0.4099999999999966,2021,11,4
601336.SS,New York Life Insurance,2021-11-18,33.47,33.47,33.11,33.19,6885202,-1.1614055985705796,0.8328979576164689,33.285714285714285,33.285714285714285,9122585.785714285,0.35999999999999943,2021,11,4
601336.SS,New York Life Insurance,2021-11-19,33.18,33.59,33.08,33.46,9222487,0.8134980415787982,0.8393090265709134,33.297333333333334,33.297333333333334,9129245.866666667,0.5100000000000051,2021,11,4
601336.SS,New York Life Insurance,2021-11-22,33.37,33.51,33.2,33.33,5651993,-0.3885236102809401,0.8146545314097196,33.299375,33.299375,8911917.5625,0.30999999999999517,2021,11,4
601336.SS,New York Life Insurance,2021-11-23,33.34,33.67,33.27,33.59,8960431,0.7800780078007954,0.8167523999142353,33.31647058823529,33.31647058823529,8914771.294117646,0.3999999999999986,2021,11,4
601336.SS,New York Life Insurance,2021-11-24,33.67,33.84,33.34,33.81,8085121,0.654956832390589,0.8092259987567237,33.34388888888889,33.34388888888889,8868679.611111112,0.5,2021,11,4
601336.SS,New York Life Insurance,2021-11-25,33.78,33.78,33.34,33.43,6750220,-1.1239278320023738,0.8273693918562923,33.34842105263158,33.34842105263158,8757181.736842105,0.4399999999999977,2021,11,4
