company,ticker,date,open,high,low,close,volume
Walmart,WMT,2021-11-03,47.24,47.46,47.06,47.42,14209500
Amazon,AMZN,2021-11-03,165.45,169.75,164.88,169.2,67944000
Apple,APLE,2021-11-03,12.56,13.09,12.56,13.04,2485000
CVS Health,CVS,2021-11-03,80.67,84.21,80.4,84.01,16938000
UnitedHealth Group,UNH,2021-11-03,422.46,429.12,419.29,428.94,2438200
McKesson,MCK,2021-11-03,214.19,220.43,212.83,219.38,1317600
Alphabet,GOOGL,2021-11-03,144.9,145.66,143.6,145.59,27494000
Exxon Mobil,XOM,2021-11-03,54.82,55.17,54.5,54.73,17372800
AT&T,ATT.L,2021-11-03,332.5,337.6,332.0,334.5,1173675
Costco Wholesale,COST,2021-11-03,477.98,479.52,472.65,478.92,1856000
Cigna,CI,2021-11-03,198.04,203.46,194.96,203.38,2927700
Cardinal Health,CAH,2021-11-03,44.58,46.08,44.42,45.96,4167700
Microsoft,MSFT,2021-11-03,322.49,323.45,319.35,322.58,21500100
Kroger,KR,2021-11-03,37.67,39.21,37.61,39.2,10831900
Home Depot,HD,2021-11-03,332.14,334.61,330.89,334.26,2378800
JPMorgan Chase,JPM,2021-11-03,153.17,154.07,152.29,153.53,8402700
Verizon Communications,VZ,2021-11-03,40.74,41.11,40.69,41.01,12240000
Ford Motor,F,2021-11-03,13.6,14.29,13.57,14.14,104755500
General Motors,GM,2021-11-03,53.42,54.3,53.26,54.14,14419400
Elevance Health,ELV,2021-11-03,393.88,403.28,391.76,402.54,1160000
Centene,CNC,2021-11-03,68.82,74.85,68.45,73.9,7585900
Fannie Mae,FNMA,2021-11-03,0.94,1.01,0.93,1.0,6982400
Comcast,CMCSA,2021-11-03,46.46,47.0,46.27,46.88,16311900
Chevron,CVX,2021-11-03,94.44,95.28,94.19,95.07,10416000
Dell Technologies,DELL,2021-11-03,50.43,50.73,49.75,50.6,9923000
Bank of America,BAC,2021-11-03,43.19,44.0,43.02,43.71,42553000
Target,TGT,2021-11-03,227.48,229.2,225.74,228.99,2397300
Lowe's,X1G.PA,2021-11-03,256.14,256.78,256.14,256.3,5924
Marathon Petroleum,MPC,2021-11-03,58.14,58.22,57.17,57.63,7830100
Citigroup,C,2021-11-03,58.88,59.98,58.69,59.48,21755600
Meta Platforms,META,2021-11-03,325.48,330.11,321.22,329.59,20786500
UPS,UPS,2021-11-03,172.66,176.02,171.49,175.92,1765800
Johnson & Johnson,JNJ,2021-11-03,146.77,147.42,145.33,146.78,6717800
Wells Fargo,WFC,2021-11-03,45.93,47.31,45.91,46.8,24225700
General Electric,GE,2021-11-03,64.88,64.99,64.06,64.76,6599661
Intel,INTC,2021-11-03,45.99,46.47,45.79,46.41,23962100
Humana,HUM.ST,2021-11-03,69.65,70.53,69.16,70.14,40010
IBM,IBM,2021-11-03,101.7,102.55,101.25,102.42,5670784
Procter & Gamble,PG,2021-11-03,130.38,131.27,129.83,131.21,7620100
PepsiCo,PEP,2021-11-03,143.47,145.45,143.47,145.37,3595000
FedEx,FDX,2021-11-03,216.65,221.3,215.91,220.88,2029600
MetLife,MET,2021-11-03,55.74,58.1,55.46,57.35,7596500
Freddie Mac,FMCC,2021-11-03,0.94,1.0,0.93,0.99,2254000
Phillips 66,PSX,2021-11-03,65.78,67.73,65.55,67.21,4270800
Lockheed Martin,LMT,2021-11-03,292.11,298.93,290.97,297.36,1902600
Walt Disney,DIS,2021-11-03,166.92,167.4,165.61,167.29,6829300
Archer Daniels Midland,ADM,2021-11-03,55.82,57.51,55.45,57.51,4029100
Albertsons,ACI,2021-11-03,21.78,24.02,21.66,23.91,3616700
Valero Energy,VLO,2021-11-03,65.1,67.04,64.68,65.96,4436200
Boeing,BA,2021-11-03,211.47,213.76,210.87,213.38,4636100
Prudential Financial,PRU,2021-11-03,88.78,94.09,88.29,92.8,2970200
HP,HP,2021-11-03,26.9,28.26,26.8,27.97,646800
StoneX Group,SNEX,2021-11-03,31.23,32.05,30.85,32.0,119475
Goldman Sachs Group,GS,2021-11-03,382.2,383.0,372.67,377.49,3542400
Sysco,SYY,2021-11-03,69.67,70.58,69.5,69.66,1751100
Morgan Stanley,MS,2021-11-03,91.12,91.41,88.93,89.56,9009000
HCA Healthcare,HCA,2021-11-03,238.67,241.38,237.05,241.38,1171700
Cisco Systems,CSCO,2021-11-03,51.14,51.45,50.73,51.2,13219400
Charter Communications,CHTR,2021-11-03,683.5,694.94,683.5,692.54,850900
Merck,MRK,2021-11-03,78.42,78.99,77.92,78.34,10883900
Best Buy,BBY,2021-11-03,103.48,105.14,103.15,104.32,2224900
New York Life Insurance,601336.SS,2021-11-03,33.37,33.65,33.26,33.4,7168318
AbbVie,ABBV,2021-11-03,100.49,101.42,100.24,101.39,6186900
Allstate,ALL,2021-11-03,113.36,115.77,113.2,114.22,1693000
Liberty Mutual Insurance Group,LFG.AX,2021-11-03,3.97,3.97,3.87,3.87,63730
AIG,AIG,2021-11-03,54.56,56.48,54.53,55.82,4537700
Tyson Foods,TSN,2021-11-03,71.98,72.67,71.67,72.14,1152200
Progressive,PGR,2021-11-03,90.08,91.05,89.44,90.72,2139700
Pfizer,PFIZER.NS,2021-11-03,4829.4,4829.4,4668.27,4728.3,48628
Caterpillar,CAT,2021-11-03,191.47,191.77,187.35,188.96,3137000
TIAA,TILIX,2021-11-03,39.29,39.29,39.29,39.29,0
Oracle,ORCL,2021-11-03,91.4,91.75,89.74,91.07,5746400
Energy Transfer,ET,2021-11-03,6.89,7.01,6.82,6.87,21075200
Dow,DOW,2021-11-03,46.69,47.56,46.37,47.13,6234300
American Express,AXP,2021-11-03,164.25,165.32,163.34,164.16,3831200
General Dynamics,GD,2021-11-03,184.42,184.69,181.35,184.66,1338300
Nike,NKE,2021-11-03,159.29,162.93,158.96,162.59,7176700
Northrop Grumman,NOC,2021-11-03,328.0,332.43,327.51,331.83,675300
USAA,UIPMX,2021-11-03,18.05,18.05,18.05,18.05,0
