ticker,company,date,open,high,low,close,volume,daily_return,volatility_30d,moving_avg_30d,moving_avg_90d,trading_volume_avg,price_range,year,month,quarter
601336.SS,New York Life Insurance,2025-11-25,65.12,66.49,65.0,65.88,11642415,0.0,0.0,65.88,65.88,11642415.0,1.4899999999999949,2025,11,4
AAL,American Airlines,2025-11-25,13.14,13.79,13.1,13.46,67316092,0.0,0.0,13.46,13.46,67316092.0,0.6899999999999995,2025,11,4
ABBV,AbbVie,2025-11-25,230.32,234.08,230.31,231.8,7134266,0.0,0.0,231.8,231.8,7134266.0,3.7700000000000102,2025,11,4
ACI,Albertsons,2025-11-25,17.65,18.01,17.64,18.0,8333293,0.0,0.0,18.0,18.0,8333293.0,0.370000000000001,2025,11,4
ADM,Archer Daniels Midland,2025-11-25,58.95,59.81,58.74,59.7,2315679,0.0,0.0,59.7,59.7,2315679.0,1.0700000000000003,2025,11,4
ALL,Allstate,2025-11-25,212.86,214.51,212.46,212.65,1732854,0.0,0.0,212.65,212.65,1732854.0,2.049999999999983,2025,11,4
AMZN,Amazon,2025-11-25,226.38,230.52,223.8,229.67,39348759,0.0,0.0,229.67,229.67,39348759.0,6.719999999999999,2025,11,4
APLE,Apple,2025-11-25,11.89,12.13,11.87,12.0,3596397,0.0,0.0,12.0,12.0,3596397.0,0.26000000000000156,2025,11,4
ATT.L,AT&T,2025-11-25,509.0,512.0,499.0,506.0,1179704,0.0,0.0,506.0,506.0,1179704.0,13.0,2025,11,4
AVGO,Broadcom,2025-11-25,384.5,388.1,371.75,385.03,33488217,0.0,0.0,385.03,385.03,33488217.0,16.350000000000023,2025,11,4
AXP,American Express,2025-11-25,357.05,363.79,355.31,362.64,2059357,0.0,0.0,362.64,362.64,2059357.0,8.480000000000018,2025,11,4
BA,Boeing,2025-11-25,179.49,183.48,177.52,182.44,9674150,0.0,0.0,182.44,182.44,9674150.0,5.9599999999999795,2025,11,4
BAC,Bank of America,2025-11-25,52.25,52.88,51.86,52.48,41309436,0.0,0.0,52.48,52.48,41309436.0,1.0200000000000031,2025,11,4
