company,ticker,date,open,high,low,close,volume
"Wal-Mart Stores, Inc.",WMT,2010-03-23,13.4,13.49,13.39,13.46,28107900
Exxon Mobil Corporation,XOM,2010-03-23,36.91,36.93,36.64,36.92,24754700
Chevron Corporation,CVX,2010-03-23,39.6,39.8,39.39,39.79,8006700
General Electric Company,GE,2010-03-23,63.47,64.48,63.44,64.06,22447889
Bank of America Corporation,BAC,2010-03-23,13.32,13.43,13.21,13.36,131261400
ConocoPhillips,COP,2010-03-23,22.98,23.21,22.82,23.17,11690944
AT&T Inc.,ATT.L,2010-03-23,28.85,28.85,28.85,28.9,99720
Ford Motor Company,F,2010-03-23,7.29,7.36,7.1,7.15,167002400
J.P. Morgan Chase & Co.,JPM,2010-03-23,29.22,29.81,29.17,29.7,33735700
"Citigroup, Inc.",C,2010-03-23,30.35,30.79,30.2,30.64,44335410
Verizon Communications Inc.,VZ,2010-03-23,12.87,12.99,12.83,12.99,15380178
McKesson Corporation,MCK,2010-03-23,57.34,57.54,56.64,57.51,1750000
"American International Group,Inc.",AIG,2010-03-23,21.26,21.36,20.38,21.03,13088000
"Cardinal Health, Inc.",CAH,2010-03-23,24.19,24.21,23.97,24.17,2451600
CVS Caremark Corporation,CVS,2010-03-23,24.23,24.64,24.1,24.58,11595200
Wells Fargo & Company,WFC,2010-03-23,20.14,20.57,20.08,20.54,39320200
International Business Machines Corporation,IBM,2010-03-23,70.71,71.54,70.55,71.51,6253511
UnitedHealth Group Incorporated,UNH,2010-03-23,26.2,26.28,25.89,26.04,11409500
The Kroger Company,KR,2010-03-23,7.91,8.0,7.91,7.94,15575800
Costco Wholesale Corporation,COST,2010-03-23,43.25,43.35,42.97,43.25,2937800
Valero Energy Corporation,VLO,2010-03-23,11.1,11.13,10.99,11.1,8356957
The Boeing Company,BA,2010-03-23,56.91,56.98,56.1,56.63,4985400
"The Home Depot, Inc.",THD,2010-03-23,31.03,31.28,30.95,31.28,72600
Target Corporation,TGT,2010-03-23,34.75,34.88,34.37,34.81,3173600
Johnson & Johnson,JNJ,2010-03-23,41.3,41.44,41.11,41.42,9453900
Microsoft Corporation,MSFT,2010-03-23,22.22,22.45,22.08,22.43,42026600
"The Goldman Sachs Group, Inc.",TGS,2010-03-23,1.55,1.55,1.51,1.51,39500
Pfizer Inc.,PFIZER.NS,2010-03-23,590.75,605.68,579.59,585.19,4217
"Lowe's Companies, Inc.",LOW,2010-03-23,18.55,18.61,18.33,18.61,12291600
"United Parcel Service, Inc.",UPS,2010-03-23,37.73,38.1,37.51,38.05,4073400
Lockheed Martin Corporation,LMT,2010-03-23,52.87,53.03,52.2,52.43,3327800
Best Buy Co. Inc.,BBY,2010-03-23,24.83,24.93,24.46,24.88,7757000
The Dow Chemical Company,TDC,2010-03-23,29.4,29.44,28.97,29.4,813100
Sears Holdings Corporation,SRSCQ,2010-03-23,11.24,11.24,11.24,11.24,0
"PepsiCo, Inc.",PEP,2010-03-23,41.85,42.24,41.76,42.15,6412800
"MetLife, Inc.",MET,2010-03-23,23.07,23.31,22.83,23.29,5471433
Kraft Foods Inc.,1959.T,2010-03-23,378.57,378.57,369.0,371.74,98000
Freddie Mac,FMCC,2010-03-23,1.3,1.33,1.29,1.3,10671600
Sysco Corporation,SYY,2010-03-23,18.42,18.76,18.4,18.73,5212400
The Walt Disney Company,DIS,2010-03-23,29.13,29.22,28.9,29.14,7038000
"Cisco Systems, Inc.",CSCO,2010-03-23,17.04,17.4,17.02,17.33,48863100
Comcast Corporation,CMCSA,2010-03-23,6.32,6.43,6.29,6.42,41655800
FedEx Corporation,FDX,2010-03-23,74.69,76.65,74.67,76.33,4116000
Northrop Grumman Corporation,NOC,2010-03-23,42.81,42.99,42.67,42.91,2372441
Intel Corporation,INTC,2010-03-23,14.61,14.85,14.59,14.8,64740900
"Prudential Financial, Inc.",PRU,2010-03-23,31.67,31.78,31.1,31.74,2915200
Caterpillar Inc.,CAT,2010-03-23,40.61,42.23,40.55,42.17,14315300
Sprint Nextel Corporation,SIX.AX,2010-03-23,2.17,2.21,2.17,2.21,6209
The Allstate Corporation,ALL,2010-03-23,21.91,22.17,21.83,22.17,2925000
General Dynamics Corporation,GD,2010-03-23,52.59,53.34,52.52,53.32,1818800
Morgan Stanley,MS,2010-03-23,21.0,21.07,20.8,20.93,12139800
Liberty Mutual Holding Company Inc.,LBTYA,2010-03-23,6.18,6.29,6.16,6.29,6376920
Honeywell International Inc.,HON,2010-03-23,27.9,28.32,27.85,28.23,6164436
Abbott Laboratories,ABT,2010-03-23,18.43,18.53,18.33,18.51,9704460
Fannie Mae,FNMA,2010-03-23,1.11,1.13,1.1,1.1,19638000
Time Warner Inc.,T,2010-03-23,6.45,6.47,6.41,6.46,24012461
"Johnson Controls, Inc.",JCI,2010-03-23,12.23,12.3,12.18,12.28,4773463
"Delta Air Lines, Inc.",DAL,2010-03-23,11.29,11.61,11.07,11.61,9092700
"Merck & Co., Inc.",MRK,2010-03-23,21.89,21.99,21.71,21.85,12927185
"Tyson Foods, Inc.",TSN,2010-03-23,13.58,13.69,13.48,13.68,4459400
American Express Company,AXP,2010-03-23,32.84,33.06,32.62,32.95,8592000
Massachusetts Financial Group,MFG.AX,2010-03-23,0.47,0.48,0.47,0.48,451176
Philip Morris International Inc.,PM,2010-03-23,25.19,25.31,24.94,25.31,7052200
The Hartford Financial Services Group Inc.,HFF.BE,2010-03-23,14.31,14.31,14.31,14.31,0
"The Travelers Companies, Inc.",TTC,2010-03-23,9.91,10.2,9.91,10.18,1383200
