company,ticker,date,open,high,low,close,volume
Walmart,WMT,2024-10-15,79.89,81.03,79.73,80.86,13276200
Amazon,AMZN,2024-10-15,187.63,188.41,184.58,187.69,32178900
Apple,AAPL,2024-10-15,232.3,236.16,231.07,232.54,64751400
Unitedhealth Group,UNH,2024-10-15,540.3,557.61,531.47,544.48,11939400
Cvs,CVS,2024-10-15,61.14,62.68,60.32,61.65,17216600
Exxon Mobil,XOM,2024-10-15,115.59,116.67,114.6,115.14,15771300
Alphabet,GOOGL,2024-10-15,165.06,166.94,163.91,164.73,20247200
Mckesson,MCK,2024-10-15,506.06,520.32,506.06,511.4,908300
Cencora,COR,2024-10-15,222.51,234.07,222.51,230.81,3260000
Costco,COST,2024-10-15,886.28,894.79,883.76,888.79,1613900
Jp Morgan Chase,JPM,2024-10-15,219.02,220.78,217.22,217.78,9235800
Microsoft,MSFT,2024-10-15,418.25,418.55,411.4,414.84,18900200
Cardinal Health,CAH,2024-10-15,109.84,111.8,109.48,110.39,2050400
Chevron,CVX,2024-10-15,140.77,141.87,139.6,139.76,6704600
Cigna,CI,2024-10-15,341.96,348.34,337.7,342.3,1317800
Ford Motor,F,2024-10-15,10.02,10.12,9.94,9.96,53097100
Bank Of America,BAC,2024-10-15,42.24,42.36,41.08,41.17,61490000
General Motors,GM,2024-10-15,47.71,48.4,47.31,47.35,12532100
Elevance Health,ELV,2024-10-15,477.33,484.15,474.05,475.19,2236100
Citigroup,C,2024-10-15,64.38,64.77,60.31,60.41,35348100
Centene,CNC,2024-10-15,69.55,71.04,68.41,68.48,6868100
Home Depot,HD,2024-10-15,408.27,411.8,405.41,405.96,3693000
Marathon Petroleum,MPC,2024-10-15,153.62,155.43,152.52,152.73,2557800
Kroger,KR,2024-10-15,53.88,55.42,53.8,54.72,2979900
Phillips 66,PSX,2024-10-15,127.57,128.6,125.42,125.53,2338300
Fannie Mae,FNMA,2024-10-15,1.34,1.38,1.27,1.3,4546300
Valero Energy,VLO,2024-10-15,131.34,132.4,129.3,129.56,3247800
Meta Platforms,META,2024-10-15,588.31,588.76,578.32,584.43,9564200
Verizon Communications,VZ,2024-10-15,40.67,41.14,40.39,40.92,15444500
At&T,ATT.L,2024-10-15,377.5,378.0,361.0,364.5,920368
Comcast,CMCSA,2024-10-15,40.36,41.21,40.36,40.58,14841700
Wells Fargo,WFC,2024-10-15,61.22,62.1,60.56,61.34,24693400
Goldman Sachs Group,GS,2024-10-15,528.03,529.7,505.2,511.93,4525400
Freddie Mac,FMCC,2024-10-15,1.25,1.29,1.22,1.24,1633600
Target,TGT,2024-10-15,150.86,153.57,150.66,152.8,2987800
Humana,HUM.ST,2024-10-15,35.07,35.8,35.02,35.65,92013
Tesla,TSLA,2024-10-15,220.01,224.26,217.12,219.57,62988800
Morgan Stanley,MS,2024-10-15,111.41,112.01,108.12,108.31,8925200
Johnson & Johnson,JNJ,2024-10-15,154.99,161.53,154.02,158.96,10548000
Archer Daniels Midland,ADM,2024-10-15,55.26,56.15,54.96,54.99,2169300
Pepsico,PEP,2024-10-15,169.8,170.79,168.6,169.35,5802300
United Parcel Service,UPS,2024-10-15,124.73,126.08,123.55,123.67,2957500
Fedex,FDX,2024-10-15,261.63,262.9,259.55,259.82,1363200
Walt Disney,DIS,2024-10-15,94.43,94.82,92.87,93.41,6535800
Dell Technologies,DELL,2024-10-15,126.09,128.33,122.98,123.14,6016600
Lowe'S,X1G.PA,2024-10-15,229.18,229.18,229.18,229.72,108
Procter & Gamble,PG,2024-10-15,167.46,169.41,167.39,168.11,7172200
Energy Transfer,ET,2024-10-15,14.97,15.08,14.87,14.92,18683800
Boeing,BA,2024-10-15,150.5,153.95,148.55,152.35,11241700
Albertsons,ACI,2024-10-15,17.82,17.93,17.55,17.8,3457100
Sysco,SYY,2024-10-15,73.61,74.5,73.45,73.55,3757000
Rtx,RTX,2024-10-15,123.01,123.84,121.77,122.09,7521300
General Electric,GE,2024-10-15,192.66,193.14,188.59,189.4,3824300
Lockheed Martin,LMT,2024-10-15,595.74,597.8,587.2,588.45,849600
American Express,AXP,2024-10-15,277.58,278.42,273.95,274.35,2264600
Caterpillar,CAT,2024-10-15,383.44,385.25,380.46,380.85,2715100
Metlife,MET,2024-10-15,83.09,83.91,82.54,82.67,2446300
Hca Healthcare,HCA,2024-10-15,394.07,408.55,394.07,398.02,1602800
Progressive,PGR,2024-10-15,248.92,250.3,244.74,246.57,3897800
Ibm,IBM,2024-10-15,228.64,229.58,225.07,225.32,3350600
Deere,DE,2024-10-15,399.41,403.37,395.92,396.42,834600
