company,ticker,date,open,high,low,close,volume
Ford Motor Company,F,1999-01-06,12.73,13.18,12.73,13.1,8066862
"Wal-Mart Stores, Inc.",WMT,1999-01-06,8.72,8.82,8.61,8.77,23115600
Exxon Corporation,XOM,1999-01-06,15.77,16.35,15.67,16.14,9965600
General Electric Company,GE,1999-01-06,88.14,89.64,87.77,89.48,3226584
International Business Machines Corporation,IBM,1999-01-06,46.87,47.47,46.43,46.49,9978422
"Citigroup, Inc.",C,1999-01-06,134.46,141.4,134.46,140.43,3415640
The Boeing Company,BA,1999-01-06,22.77,23.25,22.77,22.97,8631400
AT&T Corp.,ATT.L,1999-01-06,12.7,12.7,12.7,12.7,0
"American International Group,Inc.",AIG,1999-01-06,629.29,637.57,620.63,632.05,210956
Fannie Mae,FNMA,1999-01-06,58.91,60.91,58.8,60.21,2340500
Morgan Stanley Dean Witter & Co.,MS,1999-01-06,18.8,19.64,18.69,19.45,7970600
"Motorola, Inc.",MSI,1999-01-06,57.83,58.2,55.99,57.2,4075497
The Kroger Company,KR,1999-01-06,10.22,10.22,9.96,10.15,8004000
"Merck & Co., Inc.",MRK,1999-01-06,28.07,28.45,27.97,28.45,5031867
Chevron Corporation,CVX,1999-01-06,15.15,15.55,15.01,15.38,2547400
Intel Corporation,INTC,1999-01-06,17.85,18.39,17.61,18.36,107730400
Lockheed Martin Corporation,LMT,1999-01-06,20.89,21.77,20.63,20.7,2718500
The Allstate Corporation,ALL,1999-01-06,20.59,20.73,20.23,20.3,2916300
"ConAgra, Inc.",CAG,1999-01-06,9.71,10.16,9.67,10.14,4180619
Johnson & Johnson,JNJ,1999-01-06,20.96,21.34,20.82,21.22,6238600
The Walt Disney Company,DIS,1999-01-06,23.01,23.34,22.4,23.29,10613178
"PepsiCo, Inc.",PEP,1999-01-06,20.84,21.48,20.81,21.41,4216500
First Union Corporation,FHN,1999-01-06,17.17,17.68,17.17,17.59,353358
CIGNA Corporation,CI,1999-01-06,22.05,22.05,21.67,22.05,2287500
"Caterpillar, Inc.",CAT,1999-01-06,12.02,12.31,12.02,12.26,5295200
McKesson HBOC Inc.,MCK,1999-01-06,66.83,67.29,65.61,66.37,917100
Loews Corporation,L,1999-01-06,13.67,13.81,13.61,13.79,2991000
Wells Fargo & Co.,WFC,1999-01-06,9.69,9.78,9.6,9.63,11730800
Xerox Corporation,XRX,1999-01-06,67.18,68.58,66.37,68.47,1364227
American Express Company,AXP,1999-01-06,20.86,21.31,20.62,21.19,5971210
International Paper Company,IP,1999-01-06,16.03,16.07,15.84,16.0,2147243
J.P. Morgan & Co. Incorporated,JPM,1999-01-06,22.7,23.07,22.64,23.01,9776250
Freddie Mac,FMCC,1999-01-06,51.76,53.14,51.45,52.32,1778100
Duke Energy Corporation,DUK,1999-01-06,16.56,16.69,16.56,16.68,1349968
"AutoNation, Inc.",AN,1999-01-06,14.67,15.29,14.67,14.78,1196400
United Health Care Corporation,UNH,1999-01-06,4.62,4.73,4.61,4.68,9819200
Halliburton Company,HAL,1999-01-06,10.22,10.76,10.16,10.7,11405200
Electronic Data Systems Corporation,EA,1999-01-06,12.38,12.8,12.29,12.71,4294400
Archer Daniels Midland Company,ADM,1999-01-06,7.88,7.97,7.79,7.91,1574602
"Cardinal Health, Inc.",CAH,1999-01-06,22.32,22.32,21.55,21.98,1342650
FDX Corporation,FDX,1999-01-06,35.01,35.99,34.93,35.76,2928400
"Federated Department Stores, Inc.",FHI,1999-01-06,4.28,4.31,4.22,4.26,375450
"Alcoa, Inc.",AA,1999-01-06,31.6,33.18,31.5,32.86,1921432
Sysco Corporation,SYY,1999-01-06,7.09,7.31,7.06,7.3,931000
CVS Corporation,CVS,1999-01-06,16.61,17.2,16.59,17.01,2546000
