ticker,company,sector_name,sector_code,year,quarter,avg_return,total_volatility,correlation_gdp,correlation_inflation,currency_impact,sector_rank,sector_avg_return,outperforming_sector,recession_resilience_score
601336.SS,New York Life Insurance,Insurance,INSU,2023,4,-0.038834098624640566,27.02309776352719,0,0,0.033109813680434204,4.0,0.10457601964995493,0,0.0
601336.SS,New York Life Insurance,Insurance,INSU,2024,1,-0.05163280865240405,126.00427672121583,0,0,0.033109813680434204,6.0,0.21362951258155735,0,0.0
601336.SS,New York Life Insurance,Insurance,INSU,2024,2,0.02818541088192612,113.87178482110501,0,0,0.033109813680434204,2.0,0.01001597046652152,1,0.0
601336.SS,New York Life Insurance,Insurance,INSU,2024,3,0.7621560228880657,111.62345340963292,0,0,0.033109813680434204,1.0,0.25086191449634015,1,0.0
601336.SS,New York Life Insurance,Insurance,INSU,2024,4,0.2556682909544851,210.98735927020738,0,0,0.033109813680434204,1.0,0.0578770655508332,1,0.0
AAL,American Airlines Group,Metals & Mining,META,2023,4,0.2857337913276001,36.89442850723563,0,0,-0.01419051289307718,1.0,0.2857337913276001,0,0.0
AAL,American Airlines Group,Metals & Mining,META,2024,1,0.22284895650568023,171.75084814907993,0,0,-0.01419051289307718,1.0,0.22284895650568023,0,0.0
AAL,American Airlines Group,Metals & Mining,META,2024,2,-0.44360428015686393,168.29339115099322,0,0,-0.01419051289307718,1.0,-0.44360428015686393,0,0.0
AAL,American Airlines Group,Metals & Mining,META,2024,3,0.017657181521242127,150.9263882799006,0,0,-0.01419051289307718,1.0,0.017657181521242127,0,0.0
AAL,American Airlines Group,Metals & Mining,META,2024,4,0.7581627920292674,177.69576288144788,0,0,-0.01419051289307718,1.0,0.7581627920292674,0,0.0
AAPL,Apple,"Computers, Office Equipment",COMP,2024,1,-0.12020481400704187,68.19551830942825,0,0,0.0,2.0,0.3198564638514926,0,0.0
AAPL,Apple,"Computers, Office Equipment",COMP,2024,2,0.34334104374141095,101.64141628673606,0,0,0.0,2.0,0.36833670205230684,0,0.0
AAPL,Apple,"Computers, Office Equipment",COMP,2024,3,0.17042043163784665,101.18937941332686,0,0,0.0,1.0,-0.004504086977175303,1,0.0
AAPL,Apple,"Computers, Office Equipment",COMP,2024,4,0.13366837800995848,74.63992705677306,0,0,0.0,1.0,0.06570628072920859,1,0.0
ABBV,AbbVie,Pharmaceuticals,PHAR,2023,4,0.3906072116310757,11.251476211007573,0,0,-0.056250942087912204,1.0,0.3906072116310757,0,0.0
ABBV,Abbvie,Pharmaceuticals,PHAR,2024,1,0.28470378664777435,54.27145335265721,0,0,-0.056250942087912204,1.0,0.28470378664777435,0,0.0
ABBV,Abbvie,Pharmaceuticals,PHAR,2024,2,-0.07023884933749071,84.81316727033898,0,0,-0.056250942087912204,1.0,-0.07023884933749071,0,0.0
ABBV,Abbvie,Pharmaceuticals,PHAR,2024,3,0.2429302186283367,83.42107742327705,0,0,-0.056250942087912204,1.0,0.2429302186283367,0,0.0
ABBV,Abbvie,Pharmaceuticals,PHAR,2024,4,-0.14539486185461886,119.16908281073641,0,0,-0.056250942087912204,1.0,-0.14539486185461886,0,0.0
ABC.VI,AmerisourceBergen,Wholesalers: Health Care,WHOL,2023,4,-0.09356804660275171,21.162100506154346,0,0,0.0,2.0,-0.052203261061410856,0,0.0
ABT,Abbott Laboratories,Medical Products and Equipment,MEDI,2023,4,0.24420851202013766,13.855872629963834,0,0,0.0,1.0,0.24420851202013766,0,0.0
ACI,Albertsons,Food & Drug Stores,FOOD,2023,4,0.22770596965399031,12.469452658950932,0,0,-0.06382186445673557,1.0,0.17856195942848224,1,0.0
ACI,Albertsons,Food & Drug Stores,FOOD,2024,1,-0.1010981955778437,54.65071194037251,0,0,-0.06382186445673557,2.0,0.14397187666045008,0,0.0
ACI,Albertsons,Food & Drug Stores,FOOD,2024,2,-0.1185956018237068,46.76744102768384,0,0,-0.06382186445673557,1.0,-0.15891906636110467,1,0.0
ACI,Albertsons,Food & Drug Stores,FOOD,2024,3,-0.08557082438138366,75.41044417411459,0,0,-0.06382186445673557,2.0,0.074730312504867,0,0.0
ACI,Albertsons,Food & Drug Stores,FOOD,2024,4,0.11581251207499414,86.37669743735613,0,0,-0.06382186445673557,2.0,0.120058300482314,0,0.0
ADM,Archer Daniels Midland,Food Production,FOOD,2023,4,-0.178984840011276,24.407159532290976,0,0,0.009025577652197997,2.0,-1.6284390835295532,1,0.0
ADM,Archer Daniels Midland,Food Production,FOOD,2024,1,-0.14333724789337535,191.29077872737903,0,0,0.009025577652197997,3.0,1.2632329162656042,0,0.0
ADM,Archer Daniels Midland,Food Production,FOOD,2024,2,-0.03907344005153842,85.8211550524573,0,0,0.009025577652197997,2.0,-1.8426262169718015,1,0.0
ADM,Archer Daniels Midland,Food Production,FOOD,2024,3,0.004704042273778444,84.70811723528901,0,0,0.009025577652197997,2.0,0.03012297606449589,0,0.0
ADM,Archer Daniels Midland,Food Production,FOOD,2024,4,-0.2543455927475646,97.13685219181976,0,0,0.009025577652197997,2.0,-1.1753297682755837,1,0.0
AIG,AIG,Insurance: Property and Casualty (Stock),INSU,2023,4,0.16236827275155033,11.638841224119846,0,0,-0.02469140540821905,1.0,0.16236827275155033,0,0.0
AIG,Aig,Insurance: Property and Casualty (Stock),INSU,2024,1,0.24796913828696793,61.39096443964598,0,0,-0.02469140540821905,1.0,0.24796913828696793,0,0.0
AIG,Aig,Insurance: Property and Casualty (Stock),INSU,2024,2,-0.06657645659432189,71.20959859020304,0,0,-0.02469140540821905,1.0,-0.06657645659432189,0,0.0
AIG,Aig,Insurance: Property and Casualty (Stock),INSU,2024,3,-0.0003942440404331197,98.60407397208593,0,0,-0.02469140540821905,1.0,-0.0003942440404331197,0,0.0
AIG,Aig,Insurance: Property and Casualty (Stock),INSU,2024,4,0.002188457780617527,80.73456076708277,0,0,-0.02469140540821905,1.0,0.002188457780617527,0,0.0
ALL,Allstate,,,2023,4,0.09004990085559433,19.523317807698685,0,0,0.010805001965929614,0.0,0.0,0,0.0
ALL,Allstate,,,2024,1,0.36249733779293186,64.01964184168087,0,0,0.010805001965929614,0.0,0.0,0,0.0
ALL,Allstate,,,2024,2,-0.11097775909118732,78.0442214513238,0,0,0.010805001965929614,0.0,0.0,0,0.0
ALL,Allstate,,,2024,3,0.28789747547009553,97.084999752895,0,0,0.010805001965929614,0.0,0.0,0,0.0
ALL,Allstate,,,2024,4,0.04110011015937009,84.82535602815523,0,0,0.010805001965929614,0.0,0.0,0,0.0
AMZN,Amazon,Financial Services,FINA,2023,4,0.17108692481993065,24.90173552168214,0,0,-0.0008327977008875557,1.0,0.17108692481993065,0,0.0
AMZN,Amazon,Financial Services,FINA,2024,1,0.2953193386715514,100.66066230258012,0,0,-0.0008327977008875557,1.0,0.2953193386715514,0,0.0
AMZN,Amazon,Financial Services,FINA,2024,2,0.12015648650097104,85.908567943688,0,0,-0.0008327977008875557,1.0,0.12015648650097104,0,0.0
AMZN,Amazon,Financial Services,FINA,2024,3,-0.036304369658201885,127.70041663933603,0,0,-0.0008327977008875557,1.0,-0.036304369658201885,0,0.0
AMZN,Amazon,Financial Services,FINA,2024,4,0.29044594988906636,114.23066190622485,0,0,-0.0008327977008875557,1.0,0.29044594988906636,0,0.0
APLE,Apple,,,2023,4,-0.03605353206017653,20.922697166406905,0,0,0.0,0.0,0.0,0,0.0
ATT.L,AT&T,Telecommunications,TELE,2023,4,0.3940906097517243,17.672029984605423,0,0,-0.04002101593790186,1.0,0.16045930983329604,1,0.0
ATT.L,At&T,Telecommunications,TELE,2024,1,0.22794822060967931,96.39295877557193,0,0,-0.04002101593790186,1.0,0.1474716245308372,1,0.0
ATT.L,At&T,Telecommunications,TELE,2024,2,0.22527653324559124,98.86142782846541,0,0,-0.04002101593790186,1.0,0.02996804490834228,1,0.0
ATT.L,At&T,Telecommunications,TELE,2024,3,-0.1631887088782319,125.95137527944293,0,0,-0.04002101593790186,3.0,0.0428785325427997,0,0.0
ATT.L,At&T,Telecommunications,TELE,2024,4,0.2765360123969392,95.48888865924617,0,0,-0.04002101593790186,1.0,-0.011985470060274265,1,0.0
AXP,American Express,Diversified Financials,DIVE,2023,4,0.3857550622030351,22.79552534468577,0,0,-0.0321833582345006,4.0,1.2811290269786775,0,0.0
AXP,American Express,Diversified Financials,DIVE,2024,1,0.3340608482228483,82.29467753016661,0,0,-0.0321833582345006,3.0,0.47991496578819337,0,0.0
AXP,American Express,Diversified Financials,DIVE,2024,2,0.040495955795943714,84.33846514943978,0,0,-0.0321833582345006,3.0,0.06464568314643603,0,0.0
AXP,American Express,Diversified Financials,DIVE,2024,3,0.266343347018996,102.55219722280432,0,0,-0.0321833582345006,1.0,0.004576827179142491,1,0.0
AXP,American Express,Diversified Financials,DIVE,2024,4,0.16401110889487236,104.10212109575178,0,0,-0.0321833582345006,4.0,1.1471780600621868,0,0.0
BA,Boeing,"Aerospace, Defense",AERO,2023,4,0.5510623948814061,20.53079056552465,0,0,-0.08457035235537795,1.0,0.29801351800487924,1,0.0
BA,Boeing,"Aerospace, Defense",AERO,2024,1,-0.4631844702148685,138.0637033337996,0,0,-0.08457035235537795,3.0,-0.06809809476715702,0,0.0
BA,Boeing,"Aerospace, Defense",AERO,2024,2,-0.07378220850391326,121.92983815657567,0,0,-0.08457035235537795,3.0,0.013790523059690883,0,0.0
BA,Boeing,"Aerospace, Defense",AERO,2024,3,-0.2542994402122081,144.13017234811392,0,0,-0.08457035235537795,3.0,0.14048524092482526,0,0.0
BA,Boeing,"Aerospace, Defense",AERO,2024,4,0.25635276530177903,128.39469282983896,0,0,-0.08457035235537795,1.0,-0.02984056786250065,1,0.0
BAC,Bank Of America,Commercial Banks,COMM,2024,1,0.2144856344608073,85.63029294471502,0,0,-0.05551027639134804,4.0,0.246788257131549,0,0.0
BAC,Bank Of America,Commercial Banks,COMM,2024,2,0.09353447245617542,82.47711926644303,0,0,-0.05551027639134804,2.0,0.05030840808576847,1,0.0
BAC,Bank Of America,Commercial Banks,COMM,2024,3,0.018325229574746985,96.28506494094239,0,0,-0.05551027639134804,4.0,0.05749678323487274,0,0.0
